1.904340577311813831e-03;1.058071851730346680e-03
1.904934877529740334e-03;1.148643554188311100e-03
1.906679128296673298e-03;1.238824450410902500e-03
1.909572398290038109e-03;1.328562269918620586e-03
1.913613057695329189e-03;1.417804742231965065e-03
1.918798545375466347e-03;1.506500178948044777e-03
1.925125834532082081e-03;1.594597124494612217e-03
1.932591665536165237e-03;1.682044588960707188e-03
1.941191148944199085e-03;1.768791698850691319e-03
1.950919744558632374e-03;1.854788046330213547e-03
1.961771631613373756e-03;1.939984038472175598e-03
1.973740523681044579e-03;2.024329965934157372e-03
1.986819552257657051e-03;2.107776701450347900e-03
2.001001033931970596e-03;2.190276281908154488e-03
2.016276819631457329e-03;2.271780744194984436e-03
2.032637828961014748e-03;2.352242590859532356e-03
2.050074748694896698e-03;2.431615255773067474e-03
2.068577567115426064e-03;2.509852638468146324e-03
2.088135341182351112e-03;2.586909569799900055e-03
2.108736662194132805e-03;2.662741113454103470e-03
2.130369888618588448e-03;2.737303264439105988e-03
2.141569741070270538e-03;2.774094697088003159e-03
2.153022447600960732e-03;2.810552483424544334e-03
2.164726844057440758e-03;2.846671734005212784e-03
2.176680834963917732e-03;2.882447093725204468e-03
2.188883023336529732e-03;2.917872974649071693e-03
2.201331546530127525e-03;2.952944720163941383e-03
2.214024541899561882e-03;2.987656975165009499e-03
2.226960379630327225e-03;3.022004384547472000e-03
2.240136731415987015e-03;3.055982757359743118e-03
2.253552433103322983e-03;3.089586738497018814e-03
2.267204457893967628e-03;3.122811205685138702e-03
2.281091874465346336e-03;3.155651735141873360e-03
2.295212121680378914e-03;3.188103437423706055e-03
2.309563104063272476e-03;3.220161423087120056e-03
2.324143191799521446e-03;3.251821268349885941e-03
2.338949823752045631e-03;3.283078316599130630e-03
2.353980904445052147e-03;3.313928144052624702e-03
2.369234571233391762e-03;3.344365861266851425e-03
2.384708262979984283e-03;3.374387742951512337e-03
2.400399884209036827e-03;3.403988899663090706e-03
2.416307106614112854e-03;3.433165140450000763e-03
2.432427601888775826e-03;3.461912507191300392e-03
2.448759274557232857e-03;3.490226110443472862e-03
2.465299563482403755e-03;3.518102923408150673e-03
2.482045907527208328e-03;3.545537823811173439e-03
2.498995978385210037e-03;3.572527552023530006e-03
2.516147447749972343e-03;3.599067917093634605e-03
2.533497987315058708e-03;3.625155193731188774e-03
2.551044570282101631e-03;3.650785423815250397e-03
2.568785334005951881e-03;3.675954649224877357e-03
2.586716786026954651e-03;3.700660075992345810e-03
2.604837063699960709e-03;3.724897280335426331e-03
2.623143373057246208e-03;3.748663468286395073e-03
2.641633152961730957e-03;3.771954448893666267e-03
2.660303376615047455e-03;3.794767195358872414e-03
2.679151482880115509e-03;3.817098215222358704e-03
2.698174910619854927e-03;3.838944947347044945e-03
2.717370865866541862e-03;3.860303433611989021e-03
2.736736321821808815e-03;3.881170880049467087e-03
2.756268717348575592e-03;3.901544027030467987e-03
2.775965025648474693e-03;3.921420779079198837e-03
2.795822452753782272e-03;3.940796945244073868e-03
2.815838437527418137e-03;3.959670197218656540e-03
2.825904637575149536e-03;3.968917764723300934e-03
2.836009254679083824e-03;3.978038206696510315e-03
2.846152288839221001e-03;3.987031988799571991e-03
2.856333041563630104e-03;3.995898179709911346e-03
2.866551047191023827e-03;4.004637245088815689e-03
2.876806072890758514e-03;4.013247787952423096e-03
2.887097885832190514e-03;4.021730273962020874e-03
2.897425787523388863e-03;4.030083771795034409e-03
2.907789545133709908e-03;4.038308281451463699e-03
2.918188925832509995e-03;4.046403802931308746e-03
2.928623463958501816e-03;4.054369870573282242e-03
2.939092693850398064e-03;4.062206018716096878e-03
2.949596149846911430e-03;4.069912247359752655e-03
2.960133831948041916e-03;4.077488090842962265e-03
2.970705041661858559e-03;4.084933083504438400e-03
2.981309546157717705e-03;4.092247225344181061e-03
2.991946646943688393e-03;4.099430516362190247e-03
3.002616576850414276e-03;4.106482025235891342e-03
3.013318404555320740e-03;4.113401751965284348e-03
3.024051664397120476e-03;4.120189696550369263e-03
3.034816589206457138e-03;4.126845393329858780e-03
3.045612247660756111e-03;4.133368842303752899e-03
3.056438406929373741e-03;4.139759577810764313e-03
3.067294601351022720e-03;4.146017599850893021e-03
3.078180830925703049e-03;4.152141977101564407e-03
3.089095931500196457e-03;4.158133175224065781e-03
3.100040135905146599e-03;4.163991194218397141e-03
3.111012978479266167e-03;4.169715102761983871e-03
3.122013993561267853e-03;4.175304435193538666e-03
3.133042715489864349e-03;4.180760588496923447e-03
3.144098911434412003e-03;4.186081700026988983e-03
3.155181650072336197e-03;4.191268701106309891e-03
3.166291397064924240e-03;4.196320660412311554e-03
3.177426988258957863e-03;4.201237577944993973e-03
3.188588423654437065e-03;4.206019453704357147e-03
3.199775237590074539e-03;4.210666287690401077e-03
3.210986731573939323e-03;4.215177148580551147e-03
3.222222905606031418e-03;4.219552967697381973e-03
3.233483061194419861e-03;4.223792348057031631e-03
3.244767198339104652e-03;4.227896220982074738e-03
3.256074152886867523e-03;4.231863655149936676e-03
3.267404623329639435e-03;4.235695581883192062e-03
3.278756979852914810e-03;4.239390138536691666e-03
3.290131688117980957e-03;4.242949187755584717e-03
3.301528049632906914e-03;4.246370866894721985e-03
3.312945365905761719e-03;4.249655641615390778e-03
3.324383869767189026e-03;4.252803977578878403e-03
3.335842629894614220e-03;4.255815409123897552e-03
3.347321180626749992e-03;4.258689470589160919e-03
3.358819521963596344e-03;4.261426627635955811e-03
3.370336955413222313e-03;4.264025948941707611e-03
3.381873015314340591e-03;4.266488365828990936e-03
3.393427468836307526e-03;4.268812946975231171e-03
3.404999850317835808e-03;4.270999692380428314e-03
4.389740526676177979e-03;4.450100474059581757e-03
5.516749341040849686e-03;4.653240554034709930e-03
6.774553563445806503e-03;4.878396634012460709e-03
8.152132853865623474e-03;5.123622715473175049e-03
1.122478302568197250e-02;5.666900891810655594e-03
1.465553976595401764e-02;6.269101519137620926e-03
1.837245374917984009e-02;6.917521357536315918e-03
2.231078222393989563e-02;7.600729819387197495e-03
2.641298994421958923e-02;8.308568038046360016e-03
3.062875755131244659e-02;9.032147005200386047e-03
4.787319153547286987e-02;1.195062790066003799e-02
5.639813840389251709e-02;1.336669269949197769e-02
6.478273123502731323e-02;1.474053971469402313e-02
8.141525834798812866e-02;1.741134189069271088e-02
9.815936535596847534e-02;2.003038115799427032e-02
1.149097308516502380e-01;2.257736772298812866e-02
1.315757930278778076e-01;2.503493614494800568e-02
1.648386865854263306e-01;2.971135638654232025e-02
1.979823857545852661e-01;3.405838832259178162e-02
2.310099750757217407e-01;3.806607425212860107e-02
2.639186382293701172e-01;4.172716662287712097e-02
2.967111766338348389e-01;4.503408446907997131e-02
3.293867409229278564e-01;4.797781258821487427e-02
3.619459271430969238e-01;5.055251717567443848e-02
3.943873345851898193e-01;5.274908989667892456e-02
4.105639755725860596e-01;5.370396748185157776e-02
4.267110228538513184e-01;5.456202104687690735e-02
4.428282082080841064e-01;5.532209947705268860e-02
4.589154124259948730e-01;5.598314851522445679e-02
4.749726057052612305e-01;5.654443800449371338e-02
4.909987449645996094e-01;5.700586363673210144e-02
5.069938302040100098e-01;5.736675485968589783e-02
5.229605436325073242e-01;5.762464180588722229e-02
5.388947725296020508e-01;5.777944251894950867e-02
5.547906160354614258e-01;5.783265456557273865e-02
5.706678628921508789e-01;5.777812749147415161e-02
5.865204930305480957e-01;5.761669203639030457e-02
6.022636890411376953e-01;5.736426264047622681e-02
6.178253889083862305e-01;5.699250102043151855e-02
6.332094669342041016e-01;5.646242201328277588e-02
6.485061049461364746e-01;5.583235993981361389e-02
6.637771129608154297e-01;5.512566864490509033e-02
6.790005564689636230e-01;5.427071824669837952e-02
6.941687464714050293e-01;5.326582491397857666e-02
7.092903256416320801e-01;5.214497074484825134e-02
7.243627905845642090e-01;5.090039968490600586e-02
7.393840551376342773e-01;4.952739179134368896e-02
7.543545365333557129e-01;4.803116992115974426e-02
7.692737579345703125e-01;4.641039669513702393e-02
7.841411828994750977e-01;4.466433450579643250e-02
7.989564538002014160e-01;4.279480502009391785e-02
8.137187957763671875e-01;4.080229997634887695e-02
8.284275531768798828e-01;3.868621215224266052e-02
8.430822491645812988e-01;3.644629940390586853e-02
8.576827049255371094e-01;3.408393636345863342e-02
8.722280859947204590e-01;3.159958496689796448e-02
8.867171406745910645e-01;2.899255603551864624e-02
9.011499285697937012e-01;2.626351825892925262e-02
9.155260920524597168e-01;2.341295965015888214e-02
9.298443794250488281e-01;2.044075354933738708e-02
9.441043734550476074e-01;1.734760962426662445e-02
9.583056569099426270e-01;1.413390040397644043e-02
9.724470973014831543e-01;1.079931575804948807e-02
9.865283370018005371e-01;7.344039157032966614e-03
1.000550031661987305e+00;3.768999828025698662e-03
1.000561237335205078e+00;3.766013775020837784e-03
1.000572443008422852e+00;3.762896172702312469e-03
1.000583648681640625e+00;3.759646555408835411e-03
1.000594854354858398e+00;3.756265621632337570e-03
1.000605821609497070e+00;3.752753138542175293e-03
1.000617027282714844e+00;3.749109804630279541e-03
1.000628113746643066e+00;3.745334921404719353e-03
1.000639200210571289e+00;3.741429187357425690e-03
1.000650167465209961e+00;3.737392602488398552e-03
1.000661134719848633e+00;3.733225632458925247e-03
1.000672221183776855e+00;3.728927811607718468e-03
1.000683188438415527e+00;3.724499605596065521e-03
1.000694155693054199e+00;3.719941014423966408e-03
1.000704884529113770e+00;3.715252736583352089e-03
1.000715851783752441e+00;3.710434073582291603e-03
1.000726699829101562e+00;3.705485723912715912e-03
1.000737547874450684e+00;3.700408153235912323e-03
1.000748276710510254e+00;3.695200895890593529e-03
1.000759124755859375e+00;3.689864417538046837e-03
1.000769734382629395e+00;3.684398951008915901e-03
1.000780463218688965e+00;3.678804496303200722e-03
1.000791072845458984e+00;3.673081519082188606e-03
1.000801682472229004e+00;3.667230252176523209e-03
1.000812411308288574e+00;3.661250462755560875e-03
1.000822901725769043e+00;3.655142849311232567e-03
1.000833511352539062e+00;3.648907179012894630e-03
1.000844001770019531e+00;3.642543917521834373e-03
1.000854372978210449e+00;3.636053530499339104e-03
1.000864744186401367e+00;3.629436017945408821e-03
1.000875234603881836e+00;3.622691379860043526e-03
1.000885605812072754e+00;3.615820081904530525e-03
1.000895977020263672e+00;3.608822356909513474e-03
1.000906229019165039e+00;3.601698670536279678e-03
1.000916481018066406e+00;3.594448789954185486e-03
1.000926733016967773e+00;3.587073180824518204e-03
1.000936985015869141e+00;3.579572308808565140e-03
1.000947117805480957e+00;3.571946173906326294e-03
1.000957250595092773e+00;3.564195241779088974e-03
1.000967264175415039e+00;3.556319512426853180e-03
1.000977277755737305e+00;3.548319684341549873e-03
1.000987291336059570e+00;3.540195524692535400e-03
1.000997304916381836e+00;3.531947964802384377e-03
1.001007199287414551e+00;3.523576539009809494e-03
1.001017093658447266e+00;3.515081945806741714e-03
1.001026988029479980e+00;3.506464418023824692e-03
1.001036763191223145e+00;3.497724654152989388e-03
1.001046538352966309e+00;3.488862421363592148e-03
1.001056194305419922e+00;3.479878185316920280e-03
1.001065969467163086e+00;3.470772178843617439e-03
1.001075506210327148e+00;3.461544867604970932e-03
1.001094698905944824e+00;3.442727494984865189e-03
1.001113653182983398e+00;3.423429094254970551e-03
1.001132488250732422e+00;3.403651528060436249e-03
1.001151204109191895e+00;3.383398056030273438e-03
1.001169681549072266e+00;3.362671704962849617e-03
1.001187920570373535e+00;3.341475035995244980e-03
1.001206159591674805e+00;3.319811075925827026e-03
1.001224040985107422e+00;3.297683084383606911e-03
1.001241683959960938e+00;3.275094320997595787e-03
1.001259326934814453e+00;3.252047346904873848e-03
1.001276731491088867e+00;3.228545654565095901e-03
1.001293897628784180e+00;3.204592736437916756e-03
1.001310825347900391e+00;3.180191852152347565e-03
1.001327633857727051e+00;3.155346494168043137e-03
1.001344203948974609e+00;3.130059922114014626e-03
1.001360535621643066e+00;3.104335861280560493e-03
1.001376748085021973e+00;3.078178036957979202e-03
1.001392722129821777e+00;3.051589941605925560e-03
1.001408576965332031e+00;3.024575300514698029e-03
1.001424074172973633e+00;2.997138071805238724e-03
1.001439452171325684e+00;2.969281980767846107e-03
1.001454591751098633e+00;2.941010985523462296e-03
1.001469492912292480e+00;2.912328811362385750e-03
1.001484155654907227e+00;2.883240114897489548e-03
1.001498579978942871e+00;2.853748388588428497e-03
1.001512765884399414e+00;2.823857823386788368e-03
1.001526713371276855e+00;2.793573075905442238e-03
1.001540422439575195e+00;2.762897871434688568e-03
1.001554131507873535e+00;2.731836633756756783e-03
1.001567363739013672e+00;2.700394019484519958e-03
1.001580357551574707e+00;2.668573986738920212e-03
1.001593351364135742e+00;2.636381657794117928e-03
1.001605868339538574e+00;2.603820990771055222e-03
1.001618266105651855e+00;2.570896875113248825e-03
1.001630306243896484e+00;2.537613734602928162e-03
1.001642227172851562e+00;2.503976225852966309e-03
1.001653790473937988e+00;2.469989005476236343e-03
1.001665234565734863e+00;2.435657195746898651e-03
1.001676321029663086e+00;2.400985453277826309e-03
1.001687288284301758e+00;2.365978667512536049e-03
1.001697897911071777e+00;2.330641495063900948e-03
1.001708269119262695e+00;2.294979291036725044e-03
1.001718282699584961e+00;2.258996944874525070e-03
1.001737952232360840e+00;2.186091616749763489e-03
1.001756310462951660e+00;2.111966954544186592e-03
1.001773715019226074e+00;2.036664169281721115e-03
1.001790046691894531e+00;1.960225868970155716e-03
1.001805305480957031e+00;1.882695127278566360e-03
1.001819491386413574e+00;1.804115017876029015e-03
1.001832604408264160e+00;1.724530127830803394e-03
1.001844763755798340e+00;1.643984927795827389e-03
1.001855731010437012e+00;1.562524703331291676e-03
1.001865625381469727e+00;1.480195438489317894e-03
1.001874327659606934e+00;1.397043117322027683e-03
1.001881957054138184e+00;1.313114655204117298e-03
1.001888394355773926e+00;1.228457083925604820e-03
1.001893877983093262e+00;1.143118133768439293e-03
1.001898169517517090e+00;1.057145535014569759e-03
1.001901388168334961e+00;9.705877164378762245e-04
1.001903295516967773e+00;8.834933396428823471e-04
1.001904249191284180e+00;7.959112990647554398e-04
1.001904010772705078e+00;7.078908383846282959e-04
1.001902699470520020e+00;6.194813176989555359e-04
1.001900315284729004e+00;5.307325627654790878e-04
1.001896739006042480e+00;4.416943411342799664e-04
1.001891970634460449e+00;3.524166822899132967e-04
1.001886129379272461e+00;2.629497903399169445e-04
1.001879215240478516e+00;1.733439130475744605e-04
1.001871109008789062e+00;8.364939276361837983e-05
1.001861929893493652e+00;-6.083364496589638293e-06
1.001851677894592285e+00;-9.580393088981509209e-05
1.001840233802795410e+00;-1.854619185905903578e-04
1.001827716827392578e+00;-2.750069252215325832e-04
1.001814246177673340e+00;-3.643886302597820759e-04
