0.00000000	0.00000000
0.00003843	-0.00004301
0.00007972	-0.00008329
0.00012341	-0.00012096
0.00016941	-0.00015577
0.00021761	-0.00018746
0.00026776	-0.00021597
0.00031956	-0.00024136
0.00037277	-0.00026363
0.00042718	-0.00028280
0.00048256	-0.00029895
0.00053869	-0.00031226
0.00059537	-0.00032298
0.00065246	-0.00033132
0.00070982	-0.00033744
0.00076737	-0.00034150
0.00082502	-0.00034366
0.00088271	-0.00034406
0.00094039	-0.00034282
0.00099802	-0.00034008
0.00105557	-0.00033595
0.00111301	-0.00033055
0.00117032	-0.00032397
0.00122751	-0.00031632
0.00128455	-0.00030766
0.00134144	-0.00029808
0.00139818	-0.00028764
0.00145477	-0.00027640
0.00151121	-0.00026443
0.00156750	-0.00025179
0.00162364	-0.00023850
0.00167965	-0.00022464
0.00173551	-0.00021022
0.00179124	-0.00019530
0.00184684	-0.00017990
0.00190232	-0.00016406
0.00195768	-0.00014781
0.00201292	-0.00013116
0.00206805	-0.00011416
0.00212307	-0.00009681
0.00217800	-0.00007915
0.00223282	-0.00006118
0.00228756	-0.00004294
0.00234220	-0.00002443
0.00239676	-0.00000568
0.00245125	0.00001331
0.00250565	0.00003251
0.00255998	0.00005192
0.00261425	0.00007152
0.00266844	0.00009129
0.00272258	0.00011124
0.00277666	0.00013134
0.00283068	0.00015160
0.00288465	0.00017198
0.00293858	0.00019250
0.00299245	0.00021314
0.00304629	0.00023389
0.00310008	0.00025475
0.00315383	0.00027570
0.00320755	0.00029675
0.00326124	0.00031787
0.00331490	0.00033908
0.00336852	0.00036035
0.00342213	0.00038169
0.00347571	0.00040309
0.00352927	0.00042454
0.00358280	0.00044604
0.00363633	0.00046758
0.00368984	0.00048915
0.00374333	0.00051076
0.00379682	0.00053239
0.00385030	0.00055404
0.00390377	0.00057571
0.00395723	0.00059739
0.00401069	0.00061909
0.00406415	0.00064079
0.00411760	0.00066250
0.00417105	0.00068422
0.00422450	0.00070594
0.00427795	0.00072766
0.00433140	0.00074938
0.00438485	0.00077110
0.00443830	0.00079281
0.00449176	0.00081452
0.00454522	0.00083622
0.00459868	0.00085791
0.00465214	0.00087960
0.00470561	0.00090127
0.00475908	0.00092293
0.00481256	0.00094457
0.00486605	0.00096620
0.00491955	0.00098781
0.00497305	0.00100939
0.00502657	0.00103095
0.00508009	0.00105248
0.00513364	0.00107397
0.00518719	0.00109543
0.00524076	0.00111685
0.00529435	0.00113822
0.00534796	0.00115955
0.00540159	0.00118082
0.00545524	0.00120204
0.00550891	0.00122321
0.00556260	0.00124432
0.00561632	0.00126537
0.00567006	0.00128635
0.00572383	0.00130727
0.00577763	0.00132812
0.00583145	0.00134890
0.00588530	0.00136961
0.00593917	0.00139025
0.00599308	0.00141081
0.00604702	0.00143130
0.00610098	0.00145170
0.00615497	0.00147203
0.00620900	0.00149228
0.00626305	0.00151244
0.00631714	0.00153253
0.00637126	0.00155252
0.00642541	0.00157244
0.00647959	0.00159226
0.00653380	0.00161200
0.00658805	0.00163164
0.00664233	0.00165120
0.00669664	0.00167067
0.00675098	0.00169004
0.00680536	0.00170933
0.00685977	0.00172851
0.00691421	0.00174761
0.00696869	0.00176660
0.00702320	0.00178551
0.00707774	0.00180431
0.00713232	0.00182301
0.00718693	0.00184162
0.00724158	0.00186012
0.00729626	0.00187853
0.00735097	0.00189683
0.00740572	0.00191503
0.00746051	0.00193312
0.00751533	0.00195111
0.00757018	0.00196899
0.00762507	0.00198676
0.00767999	0.00200442
0.00773495	0.00202197
0.00778995	0.00203941
0.00784498	0.00205674
0.00790005	0.00207395
0.00795515	0.00209105
0.00801029	0.00210803
0.00806546	0.00212489
0.00812067	0.00214164
0.00817592	0.00215826
0.00823120	0.00217477
0.00828652	0.00219115
0.00834188	0.00220741
0.00839727	0.00222355
0.00845270	0.00223956
0.00850816	0.00225544
0.00856366	0.00227120
0.00861920	0.00228683
0.00867477	0.00230234
0.00873038	0.00231771
0.00878602	0.00233295
0.00884170	0.00234806
0.00889742	0.00236304
0.00895317	0.00237789
0.00900896	0.00239260
0.00906478	0.00240718
0.00912064	0.00242162
0.00917653	0.00243593
0.00923246	0.00245009
0.00928842	0.00246412
0.00934442	0.00247801
0.00940045	0.00249177
0.00945652	0.00250538
0.00951262	0.00251884
0.00956875	0.00253217
0.00962492	0.00254535
0.00968112	0.00255839
0.00973735	0.00257129
0.00979362	0.00258403
0.00984992	0.00259664
0.00990626	0.00260909
0.00996262	0.00262140
0.01001902	0.00263356
0.01007545	0.00264557
0.01013192	0.00265743
0.01018841	0.00266914
0.01024493	0.00268069
0.01030149	0.00269210
0.01035808	0.00270335
0.01041469	0.00271445
0.01047134	0.00272539
0.01052802	0.00273618
0.01058472	0.00274682
0.01064146	0.00275729
0.01069822	0.00276761
0.01075501	0.00277777
0.01081183	0.00278778
0.01086868	0.00279762
0.01092556	0.00280731
0.01098246	0.00281683
0.01103939	0.00282619
0.01109635	0.00283539
0.01115333	0.00284443
0.01121033	0.00285331
0.01126737	0.00286202
0.01132442	0.00287057
0.01138151	0.00287895
0.01143861	0.00288717
0.01149574	0.00289522
0.01155290	0.00290311
0.01161007	0.00291083
0.01166727	0.00291838
0.01172449	0.00292576
0.01178173	0.00293297
0.01183899	0.00294002
0.01189628	0.00294689
0.01195358	0.00295360
0.01201090	0.00296013
0.01206825	0.00296649
0.01212561	0.00297269
0.01218299	0.00297871
0.01224038	0.00298455
0.01229780	0.00299023
0.01235523	0.00299573
0.01241268	0.00300105
0.01247014	0.00300621
0.01252762	0.00301118
